Account,Date,daily_pnl,total_trades,closed_trades,wins,avg_trade_size_usd,win_rate,Broad_Sentiment,size_segment
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,110.553364,19,19,19,3388.287368421053,1.0,Fear,High Size
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,0.0,6,0,0,10728.526666666667,0.0,Fear,High Size
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3593.989207,27,27,27,2517.1996296296297,1.0,Fear,High Size
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,1,0,0,0.69,0.0,Neutral,Low Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0.0,45,0,0,10673.925777777777,0.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,10,10,10,6750.81,1.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,27.63736,20,11,11,3976.0629999999996,1.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,0.0,44,0,0,3081.5213636363637,0.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,2229.5212300000003,4,4,4,4987.015,1.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,12082.95,2,2,2,13593.75,1.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,0.0,7,0,0,4312.501428571429,0.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,0.0,12,0,0,2966.789166666667,0.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,0.0,2,0,0,48455.0,0.0,Greed,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,0.0,30,0,0,1508.392,0.0,Greed,Low Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,0.0,5,0,0,10322.714,0.0,Fear,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,0.0,12,0,0,2078.9283333333333,0.0,Neutral,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11894.061848,11,11,11,5318.463636363636,1.0,Fear,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9461.082288,61,3,3,2446.7424590163937,1.0,Fear,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,16017.255710000001,8,8,8,1201.78,1.0,Fear,Low Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,74293.663505,25,25,25,3134.3723999999997,1.0,Neutral,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,63015.976505,5,5,5,22996.97,1.0,Fear,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,0.0,58,0,0,5839.154827586207,0.0,Fear,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,0.0,11,0,0,9047.907272727272,0.0,Neutral,High Size
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,8720.984286,11,11,11,4002.4445454545453,1.0,Fear,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,0.0,20,0,0,2436.6825,0.0,Greed,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,0.0,68,0,0,753.8510294117647,0.0,Greed,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,0.0,3,0,0,7722.796666666666,0.0,Greed,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,8,8,8,21188.46875,1.0,Greed,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88084.992348,229,229,229,1072.2595633187773,1.0,Greed,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,2,0,0,0.335,0.0,Greed,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,1,0,0,0.94,0.0,Greed,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,1,0,0,0.12,0.0,Neutral,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,1,0,0,0.68,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,1,0,0,0.61,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,1,0,0,0.67,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,1,0,0,0.53,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,1,0,0,0.62,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,1,0,0,0.96,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,1,0,0,0.54,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,1,0,0,0.65,0.0,Neutral,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,36165.56933,23,23,23,7202.092173913044,1.0,Neutral,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,1,0,0,0.61,0.0,Neutral,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,1,0,0,0.73,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124284.948775,15,15,15,8285.689333333334,1.0,Greed,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5615.052102,93,24,24,4485.160645161291,1.0,Fear,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22795.8104,108,45,45,4261.555092592593,1.0,Neutral,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82117.04336,255,255,255,1500.5277647058824,1.0,Greed,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,0.0,79,0,0,5570.2651898734175,0.0,Fear,High Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0.0,78,0,0,1231.3267948717948,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0.0,58,0,0,1514.5613793103448,0.0,Fear,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0.0,132,0,0,838.0906060606061,0.0,Greed,Low Size
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0.0,54,0,0,2655.1648148148147,0.0,Greed,High Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.570313,8,1,1,249.58375,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.422418,4,2,2,358.71500000000003,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,30.727222,42,1,1,330.0188095238095,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,910.584797,102,28,14,795.8152941176471,0.5,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3174.023699,290,118,106,587.6594137931035,0.8983050847457628,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,514.886454,108,38,32,1009.2267592592593,0.8421052631578947,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,1040.616939,180,74,63,580.1653888888889,0.8513513513513513,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,227.072158,69,27,25,423.3769565217391,0.9259259259259259,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,311.290605,55,22,19,399.53854545454544,0.8636363636363636,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1474.670598,182,76,67,512.06510989011,0.881578947368421,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,1157.689489,325,110,109,307.6034769230769,0.990909090909091,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,159,61,46,458.38842767295597,0.7540983606557377,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,587.630504,148,59,52,573.9341216216217,0.8813559322033898,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1178.021061,62,32,28,488.356935483871,0.875,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,10303.889423,181,73,73,622.4760773480663,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,333.398209,92,32,27,574.7419565217391,0.84375,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,21172.081622,396,141,116,327.79242424242426,0.8226950354609929,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,3311.822419,226,83,47,380.76508849557524,0.5662650602409639,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,3491.018544,135,64,63,427.7865185185185,0.984375,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,6049.6938279999995,128,56,54,718.267421875,0.9642857142857143,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,7454.276452,229,95,86,475.0544978165939,0.9052631578947369,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1063.854341,102,45,30,441.9328431372549,0.6666666666666666,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,4704.4420789999995,486,230,193,478.66473251028805,0.8391304347826087,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1506.989241,121,62,51,393.04826446280987,0.8225806451612904,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,271.246809,99,40,30,434.2566666666667,0.75,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,9136.439892,160,62,56,875.6657499999999,0.9032258064516129,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1473.2450880000001,115,76,70,439.5926086956522,0.9210526315789473,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,43,10,10,286.27116279069764,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,92,39,39,473.0703260869565,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,59,31,30,530.9594915254237,0.967741935483871,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,99,14,7,541.9542424242425,0.5,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,16,3,3,632.90125,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,90,45,43,548.5241111111111,0.9555555555555556,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,102,46,24,321.5754901960784,0.5217391304347826,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,57,17,15,628.7080701754386,0.8823529411764706,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,38,5,4,439.9673684210526,0.8,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,84,29,17,414.94607142857143,0.5862068965517241,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,40,34,31,1311.98475,0.9117647058823529,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.989592,187,84,59,524.9171122994652,0.7023809523809523,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,95,26,18,498.5522105263158,0.6923076923076923,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.259943,97,43,26,586.3769072164948,0.6046511627906976,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,39,20,7,484.43128205128204,0.35,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,44,8,6,282.01,0.75,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,67,15,8,540.2710447761193,0.5333333333333333,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,79,27,25,484.3945569620253,0.9259259259259259,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.155853,72,35,27,792.0838888888889,0.7714285714285715,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,88,30,23,467.3454545454546,0.7666666666666667,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,50,25,25,558.7280000000001,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.105046,34,21,17,583.8729411764706,0.8095238095238095,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,27,10,10,855.0277777777778,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,66,44,37,1131.5053030303031,0.8409090909090909,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,13,6,6,645.536153846154,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.6138889999997,98,37,35,587.97,0.9459459459459459,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,26,14,12,501.15999999999997,0.8571428571428571,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,40,20,18,583.839,0.9,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,416.148576,36,21,20,607.7458333333333,0.9523809523809523,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,18,16,16,586.3983333333333,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,83,42,34,600.4903614457832,0.8095238095238095,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,43,35,27,577.776511627907,0.7714285714285715,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,14,3,3,446.21642857142854,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,783.829317,44,20,19,634.8495454545455,0.95,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.582241,57,23,23,426.12614035087717,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.448209,33,25,23,490.5812121212121,0.92,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,108,38,27,475.55675925925925,0.7105263157894737,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,182,84,73,633.5157142857142,0.8690476190476191,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,34,18,16,389.9655882352941,0.8888888888888888,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,3,1,1,431.90000000000003,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,63,16,15,414.6168253968254,0.9375,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,17,15,14,288.2288235294118,0.9333333333333333,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,78.902492,22,5,5,532.6045454545455,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.027954,29,25,22,352.76931034482755,0.88,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,6,2,2,521.32,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,17,7,7,456.26176470588234,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,117.09923500000001,5,5,4,661.658,0.8,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,534.854304,47,27,27,383.71595744680855,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,-10.630689999999959,47,35,32,315.5821276595745,0.9142857142857143,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,231.07204,21,5,5,367.2038095238095,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,278.922501,41,27,17,396.6439024390244,0.6296296296296297,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482565,13,7,5,392.2353846153846,0.7142857142857143,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,54,20,20,415.7527777777778,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.261197,22,8,6,303.90090909090907,0.75,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,13,11,11,378.7576923076923,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,15,12,11,301.59066666666666,0.9166666666666666,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,18,5,2,343.53666666666663,0.4,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,7,7,5,369.9928571428572,0.7142857142857143,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,29,12,11,543.7444827586207,0.9166666666666666,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,190,84,70,512.5179473684211,0.8333333333333334,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,28,15,3,603.3185714285713,0.2,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,18,5,1,330.11833333333334,0.2,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.170538,71,30,26,514.1759154929578,0.8666666666666667,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,27,18,12,617.1918518518519,0.6666666666666666,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.12092600000005,21,8,8,1106.6938095238095,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,33,16,12,591.2160606060606,0.75,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,32,7,7,502.8234375,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,21,6,6,550.0914285714285,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,12,8,6,742.9966666666666,0.75,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,62,17,16,463.668064516129,0.9411764705882353,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,31,7,7,449.9274193548387,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,8,0,0,827.6537500000001,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,16,0,0,734.3568750000001,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,32,6,4,504.60375,0.6666666666666666,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,7,3,3,738.5457142857142,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,9,3,2,364.46555555555557,0.6666666666666666,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,36,31,30,837.4561111111111,0.967741935483871,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,7,5,2,569.8328571428572,0.4,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,3,1,0,705.3433333333334,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,12,7,2,485.3908333333334,0.2857142857142857,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-147.78931200000002,20,17,14,769.2385,0.8235294117647058,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,6,2,2,494.46000000000004,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-1184.046158,11,11,0,340.78363636363633,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,2,0,0,374.475,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.431703,25,14,10,545.196,0.7142857142857143,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,3,3,1,377.80999999999995,0.3333333333333333,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,3,1,1,749.9666666666667,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,3,0,0,250.07333333333335,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,16,5,5,471.555,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.287463,19,18,6,247.43947368421055,0.3333333333333333,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,4,3,3,405.9275,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,14,2,2,635.2357142857143,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,2,0,0,874.78,0.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,25,11,10,586.6572,0.9090909090909091,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,15,7,4,661.3813333333333,0.5714285714285714,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,48,27,7,569.6545833333333,0.25925925925925924,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027414,42,31,11,700.9559523809525,0.3548387096774194,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,56,46,26,638.1583928571429,0.5652173913043478,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,21,9,8,520.317619047619,0.8888888888888888,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,28,19,17,378.8592857142857,0.8947368421052632,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,41,27,24,550.1919512195121,0.8888888888888888,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,26,10,10,601.84,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,7,5,5,377.75428571428574,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,11,3,3,768.989090909091,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,29,15,15,456.538275862069,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,2,2,2,375.075,1.0,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,21,12,11,580.8100000000001,0.9166666666666666,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,12,8,5,249.97833333333332,0.625,Fear,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,14,4,1,343.8335714285714,0.25,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,45,17,16,336.54622222222224,0.9411764705882353,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,24,8,6,396.0429166666667,0.75,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,7,0,0,392.83714285714285,0.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,18,4,4,288.9161111111111,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,13,12,9,370.71153846153845,0.75,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,9,8,8,360.80111111111114,1.0,Neutral,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,7,1,1,356.9714285714286,1.0,Greed,Low Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,7,1,1,299.0128571428572,1.0,Neutral,Low Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,1,0,0,24979.8,0.0,Greed,High Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,89,36,36,5090.390786516854,1.0,Greed,High Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649,238,108,99,9628.82474789916,0.9166666666666666,Greed,High Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,18,9,9,7190.583333333333,1.0,Greed,High Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,38,25,25,6536.572105263158,1.0,Greed,High Size
